"Response ID","Time Started","Date Submitted","Status","q1_screening_class_action_5years","q2_new_regulations","q3_supreme_court_pro_class:q_item_","q4_legal_fees:q_item_","q5_file_dismissal_legal_fees:q_item_","q6_class_amount:q_item_","q7_attorney_general_position:q_item_","q8_defend_public:q_item_","גיל רון קינן ושות':q9_prosecutors","אייל גולדנברג:q9_prosecutors","שפירא בר אור מצקין:q9_prosecutors","שפיגלמן:q9_prosecutors","אבי רוקח:q9_prosecutors","בך - לדרמן:q9_prosecutors","גורודיסקי:q9_prosecutors","גרימברג - ורד:q9_prosecutors","ואנונו - זקבך:q9_prosecutors","מוסקוביץ – אזרואל:q9_prosecutors","יצחק אבירם:q9_prosecutors","קלעי רוזן:q9_prosecutors","אסף פינק:q9_prosecutors","רונן עדיני:q9_prosecutors","טנוס והאני ניזאר:q9_prosecutors","מסאלחה אחמד:q9_prosecutors","יוחי גבע:q9_prosecutors","פדלון&לופו:q9_prosecutors","גולן נפתלי:q9_prosecutors","מאור בן דוד:q9_prosecutors","שקד דדוש:q9_prosecutors","אורלי בן עמי:q9_prosecutors","זילברברג מלין:q9_prosecutors","לירון פרמינגר:q9_prosecutors","יונתן רפפורט:q9_prosecutors","אנגור דוד:q9_prosecutors","אמיר ישראלי:q9_prosecutors","רענן בשן:q9_prosecutors","איתי ליבנה:q9_prosecutors","פירט וילנסקי:q9_prosecutors","אסף שילה:q9_prosecutors","חן שטיין:q9_prosecutors","דוד מזרחי:q9_prosecutors","דן אשכנזי:q9_prosecutors","חן שטיין:q9_prosecutors","חן יערי רוזן עם גלעד ברנע:q9_prosecutors","אורי ברעם:q9_prosecutors","עובדיה כהן:q9_prosecutors","רם דקל:q9_prosecutors","שמש מנור:q9_prosecutors","אחר, פרט::q9_prosecutors","אחר, פרט::q9_prosecutors","הרצוג פוקס נאמן:q10_defendant","מיתר ליקוורניק:q10_defendant","גולדפרב זליגמן:q10_defendant","שבלת עם ראבד מגריזו:q10_defendant","פישר בכר חן וול אוריון:q10_defendant","מ.פירון:q10_defendant","גורנציקי:q10_defendant","יגאל ארנון:q10_defendant","נשיץ ברנדס אמיר:q10_defendant","ש.הורוביץ:q10_defendant","גרוס קלינדהנדלר:q10_defendant","פרל כהן לצר צדק ברץ:q10_defendant","עמית פולק מטלון:q10_defendant","עמר רייטר זאן:q10_defendant","ארדינסט בן נתן טולידנו ושות:q10_defendant","זיסמן אהרוני גייר:q10_defendant","בלטר גוט אלוני:q10_defendant","תדמור ושות פרופ' יובל לוי ושת:q10_defendant","אגמון ושות רוזנברג הכהן ושות:q10_defendant","דורון טיקוצקי קנטור:q10_defendant","ברנע:q10_defendant","ליפא מאיר:q10_defendant","ש.פרידמן:q10_defendant","יהודה רווה:q10_defendant","וקסלר ברגמן:q10_defendant","לויתן שרון:q10_defendant","יוסי לוי:q10_defendant","הררי טויסטר:q10_defendant","חיים פרוכרטר:q10_defendant","אליאס בן אריה:q10_defendant","בועז בן צור:q10_defendant","בן ארי פיש:q10_defendant","איתן מהולל שדות:q10_defendant","ברקמן וקלסר בלום:q10_defendant","רון גזית רוטנברג:q10_defendant","ויינברגר ברטנטל:q10_defendant","אחר, פרט::q10_defendant","אחר, פרט::q10_defendant","q11_judge_support","q12_judge_opposed","q13_new_law","אחר, פרט::q13_new_law","q14_court","צרכנות:q15_subject_profit","ביטוח:q15_subject_profit","בנקאות:q15_subject_profit","הגבלים עסקיים:q15_subject_profit","ניירות ערך:q15_subject_profit","מפגעים סביבתיים:q15_subject_profit","חוק איסור אפליה:q15_subject_profit","נגישות לאנשים עם מוגבלות:q15_subject_profit","דיני עבודה:q15_subject_profit","תביעות נגד רשויות:q15_subject_profit","חוק הספאם:q15_subject_profit","q16_favourable_end","q17_manage_suit","q18_representation","q19_unjustified_specify","city","status","אחר::status"
"258","2019-01-28 08:38:32","28/01/2019 3:45:47 pm","Complete","1","2","3","4","3","1","2","1","גיל רון קינן ושות'","אייל גולדנברג","","","","","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","פירט וילנסקי","אסף שילה","","","","","","","","","","","","","","","שבלת עם ראבד מגריזו","","","","יגאל ארנון","","","","","","עמר רייטר זאן","","זיסמן אהרוני גייר","","","","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","אסתר שטמר","תמר בזק רפפורט","privacy","","מחוזי מרכז","צרכנות","","","","","","","","","","חוק הספאם","settlement","no_preference","defendents","זו המוגשת ללא ראיות","בני ברק","employed",""
"259","2019-01-28 08:40:54","28/01/2019 3:44:16 pm","Complete","1","3","2","4","2","2","4","5","גיל רון קינן ושות'","אייל גולדנברג","","","","","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","פירט וילנסקי","","","","","","","","","רם דקל","","","","","","גולדפרב זליגמן","","פישר בכר חן וול אוריון","","","יגאל ארנון","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","שושנה אלמגור","עידית ברקוביץ","privacy","","מחוזי ת""א","","","","הגבלים עסקיים","ניירות ערך","","","","","","","legal_mediation","single_office","prosecutors","בלי עילה","נתניה","owner",""
"260","2019-01-28 08:45:24","28/01/2019 3:48:25 pm","Partial","1","4","4","4","3","3","4","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"261","2019-01-28 08:46:37","28/01/2019 3:59:41 pm","Partial","1","1","3","2","3","2","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","אחר, פרט:","נופר טל ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"263","2019-01-28 08:46:42","28/01/2019 3:56:50 pm","Partial","1","2","2","3","2","2","4","5","","","","שפיגלמן","","בך - לדרמן","","","","","","","","","","","","","","","","","","","","","","","","פירט וילנסקי","","","","","","","","","","שמש מנור","","","","מיתר ליקוורניק","","","פישר בכר חן וול אוריון","","גורנציקי","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","עידית ברקוביץ","old_age","","מחוזי י-ם","","ביטוח","בנקאות","","","","","","","","","legal_mediation","single_office","both","","","owner",""
"264","2019-01-28 08:48:16","28/01/2019 3:51:34 pm","Complete","1","2","3","3","2","3","2","4","גיל רון קינן ושות'","","שפירא בר אור מצקין","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ש.הורוביץ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","מיכל נד''ב","old_age","","מחוזי ת""א","צרכנות","","","","","","","","","","","settlement","no_preference","prosecutors","כזו שאין לה כל סיכוי מראש ","תל אביב","owner",""
"265","2019-01-28 08:54:00","28/01/2019 4:12:04 pm","Complete","1","3","4","2","2","2","3","3","","","שפירא בר אור מצקין","שפיגלמן","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אורי ברעם","עובדיה כהן","","","","","","","","","פישר בכר חן וול אוריון","","","","","ש.הורוביץ","","","","","","","","תדמור ושות פרופ' יובל לוי ושת","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","אסתר שטמר","הדס  עובדיה","privacy","","מחוזי מרכז","","","בנקאות","הגבלים עסקיים","","","","","","","","verdict","no_preference","defendents","בראש ובראשונה - תביעות שמכוונות מראש להשגת גמול/שכ""ט במסגרת הסתלקות מתוגמלת. לעתים ניתן ממש לקרוא זאת בין השורות בבקשת האישור. לא פעם הבסיס העובדתי קלוש, אם הוא קיים בכלל, ומובן שהציפיה היא שהמשיב (בוודאי אם מדובר בתאגיד זר) יעדיף לפתוח את כיסו העמוק ולחסוך את הקצאת המשאבים הדרושה להתמודדות עם ההליך.","ת""א","employed",""
"267","2019-01-28 09:15:41","28/01/2019 4:21:10 pm","Complete","1","3","3","1","2","2","4","5","גיל רון קינן ושות'","","","","","","","","","","יצחק אבירם","","אסף פינק","","","","","","","","","","","","","","","רענן בשן","","","","","","","","","","","","","","","","","","","","","","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","שושנה אלמגור","מיכל נד''ב","privacy","","מחוזי ת""א","צרכנות","","","","","","","","","","","settlement","single_office","prosecutors","כל התובענות על השטויות הקטנות שנסגרות בהסתלקות מתוגמלת","רמת גן","owner",""
"268","2019-01-28 09:22:22","28/01/2019 4:28:09 pm","Complete","1","3","3","2","2","3","3","3","גיל רון קינן ושות'","","","","אבי רוקח","","","","","","","","","","","","יוחי גבע","פדלון&לופו","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","","","","","","גולדפרב זליגמן","","","מ.פירון","","","","","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","אחר, פרט:"," אפריאט ושות","שושנה אלמגור","רחמים כהן","privacy","","מחוזי חיפה","צרכנות","","","","","","","נגישות לאנשים עם מוגבלות","","","","dismissal","single_office","defendents","תובענה בהן חרף העובדה שאכן קיימת עילה לכאורה אין נזק ואין תועלת אמיתית לציבור.","רחובות","partner",""
"269","2019-01-28 09:25:48","28/01/2019 4:31:19 pm","Complete","1","5","3","2","2","2","5","5","","","","","","בך - לדרמן","גורודיסקי","","","","","","אסף פינק","רונן עדיני","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","","","נשיץ ברנדס אמיר","ש.הורוביץ","","","","עמר רייטר זאן","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","דורון חסדאי","צילה צפת","internet","","מחוזי ת""א","","","","הגבלים עסקיים","ניירות ערך","","","","","","","legal_mediation","single_office","state","ללא עילה ממשית או נזק","תל אביב -יפו","employed",""
"270","2019-01-28 09:26:54","28/01/2019 4:28:01 pm","Partial","1","3","3","4","4","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"274","2019-01-28 11:32:43","28/01/2019 6:32:54 pm","Partial","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"275","2019-01-28 11:39:47","28/01/2019 6:45:23 pm","Partial","1","3","3","2","2","2","2","3","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","","","","","","","","","","","","","","יונתן רפפורט","","","","","","אסף שילה","","","","","","אורי ברעם","","","","","","","","","","","","","יגאל ארנון","","","","","","עמר רייטר זאן","","","","תדמור ושות פרופ' יובל לוי ושת","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","אסתר שטמר","הדס  עובדיה","other","","מחוזי ת""א","","","","","","","","","","","","","","","","","",""
"276","2019-01-28 11:50:21","28/01/2019 6:54:46 pm","Complete","1","1","4","3","3","1","2","5","גיל רון קינן ושות'","","","","","","","","","","","קלעי רוזן","אסף פינק","","","","","","","","","","","","","","","","","","","","","","","חן יערי רוזן עם גלעד ברנע","","","","שמש מנור","","","","","","","","","גורנציקי","יגאל ארנון","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","אסתר שטמר","גילה כנפי-שטייניץ","prisoner_rights","","מחוזי מרכז","","","בנקאות","","","","","","","","","legal_mediation","single_office","prosecutors","תובענה שאין כל עילה משפוטית שבגינה ניתן לקבל הסעד המבוקש.","ירושלים","owner",""
"277","2019-01-28 14:13:33","28/01/2019 9:15:12 pm","Partial","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"279","2019-01-29 00:22:14","29/01/2019 9:02:48 am","Partial","1","1","3","3","4","4","4","5","גיל רון קינן ושות'","","","","","","","","","","","","אסף פינק","","טנוס והאני ניזאר","","","","","","","","","","","","","","","","","","","","","","","","רם דקל","","","","","","","","פישר בכר חן וול אוריון","מ.פירון","","","","","","","","","ארדינסט בן נתן טולידנו ושות","","","תדמור ושות פרופ' יובל לוי ושת","","","","","","","","","יוסי לוי","","","","","","","","","","","","אסתר נחליאלי חיאט","יגאל גריל","privacy","","מחוזי ת""א","צרכנות","","","","","","","","","","","legal_mediation","no_preference","prosecutors","","תל אביב","refuse",""
"283","2019-01-29 03:41:09","29/01/2019 10:51:29 am","Complete","1","2","2","1","4","3","1","5","גיל רון קינן ושות'","","","","","","","","","","יצחק אבירם","","","רונן עדיני","","","","","","","","","","","","","","","","","","","","","","","אורי ברעם","","","שמש מנור","","","","מיתר ליקוורניק","","","","","גורנציקי","","","ש.הורוביץ","","","","","ארדינסט בן נתן טולידנו ושות","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","מיכל אגמון גונן","מיכל נד''ב","privacy","","מחוזי ת""א","","","","","ניירות ערך","","","","","","","verdict","single_office","both","תובענות בעניין חוק הפיקדון","תל אביב","owner",""
"284","2019-01-29 03:44:26","29/01/2019 10:56:51 am","Partial","1","2","2","2","3","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"286","2019-01-29 05:26:08","29/01/2019 12:31:18 pm","Complete","1","1","2","3","2","3","3","4","גיל רון קינן ושות'","","","","","","גורודיסקי","גרימברג - ורד","","","","","אסף פינק","","","","","","","","","","","","","","","","","","","חן שטיין","","","","","","","","","","","הרצוג פוקס נאמן","מיתר ליקוורניק","","","","","","יגאל ארנון","נשיץ ברנדס אמיר","","","","","","","","בלטר גוט אלוני","","","","","","","","","","","","","","","","","","","","","","מיכל נד''ב","יחזקאל קינר","old_age","","מחוזי מרכז","","","","","","","","","","תביעות נגד רשויות","","verdict","no_preference","prosecutors","תובענה שאינה משקפת נזק ממשי לציבור כדוגמת תובענות צרכניות בנושא סימון מחירים","ירושלים","partner",""
"287","2019-01-29 06:45:04","29/01/2019 2:02:26 pm","Complete","1","4","4","3","1","2","3","4","גיל רון קינן ושות'","","","","","בך - לדרמן","","","","","","קלעי רוזן","","","","","","","","","","","","","","","אמיר ישראלי","","","","","","","","","","","","","שמש מנור","","","","","","","פישר בכר חן וול אוריון","","","יגאל ארנון","","ש.הורוביץ","","","","","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","ברקמן וקלסר בלום","","","","","יחזקאל קינר","הדס  עובדיה","internet","","מחוזי מרכז","","","","הגבלים עסקיים","ניירות ערך","","","","","","","legal_mediation","single_office","defendents","תובענה שמיועדת לחלץ שכר טרחה","תל אביב","partner",""
"288","2019-01-29 08:50:32","29/01/2019 4:05:31 pm","Complete","1","2","4","2","3","2","3","3","","","","","","","","","","","","","","רונן עדיני","","","","","","","","","","","","","","","","","אסף שילה","","","","","","","","","","","","","","","","פישר בכר חן וול אוריון","","","","","","","","","עמר רייטר זאן","","","","","אגמון ושות רוזנברג הכהן ושות","","","","","","","","","","","","","","","","","","","","אסתר שטמר","רחמים כהן","education","","מחוזי מרכז","","","בנקאות","","ניירות ערך","","","","","","","settlement","single_office","defendents","שמוגשת מראש לצורך הסתלקות וקבלת שכט","תל אביב -יפו","refuse",""
